case_id,phase_b_base_scalar_hex,a_scalar_hex,b_scalar_hex,seed_x,seed_y,expected_x,expected_y,actual_x,actual_y,tail13,tail14,tail15,status
10,8ddc6ae5ba2123d4cef671b0d13879683b720e6d3e5533440ad75267b1cbb5d5,2768c8cdc6093b7b5020ed423fd89f573f3a408c1b6defa65647865707fd1fe5,3d89d1f7dc7a3411fe5f8f53b6012bb406c99fc447d1a4b7ba9949418765efa2,83837d3ee7179a84ef6ed2d941a9f83537b5a2c25d511ef1982d9bba50a7ae7c,62201e1660957b4ca86f1a495a6027b5fe2294f27946c8d8556024b6e3b66dbe,a9e252fa178ad268d24e7927e498c57040d5adb252c90cd868f9227c4b2deced,2b153c23bc517687acbf9c7aeaa8fbbea690459d74e413fcbd391f11f8bd173d,a9e252fa178ad268d24e7927e498c57040d5adb252c90cd868f9227c4b2deced,2b153c23bc517687acbf9c7aeaa8fbbea690459d74e413fcbd391f11f8bd173d,56442,53751,15753,PASS
11,1c77922fb067312d0a6deee5f8ab3a43b9ffb87f479b5d84c9b7d73bfddde2c9,49037e4dd3a6007b8368e2a08ad81a0c87866f8140fc4974e19fc0b684e77e80,1c134893be48dba8673979750d437349e1859b05fab6dd8ca1e7d24b375c2a4c,1b42150b0d8f656809b203ce718905b26fc46b4f4e40f97c61bf348f3a5075e9,539adbc0861bc9259c634347a69a3324e7bd42e905a85b9c3a69fb6e6ed23e04,b5d4955eabb3b0d217514b9bcb04a22dcfa2adcefc75e13619dcbd8e5d71c407,b32c4927b45f2317923bf594356e1c070620c24ac354c994cea9f8e120b14c5d,b5d4955eabb3b0d217514b9bcb04a22dcfa2adcefc75e13619dcbd8e5d71c407,b32c4927b45f2317923bf594356e1c070620c24ac354c994cea9f8e120b14c5d,48712,18579,7187,PASS
12,1c10e4fdeba0288bdc9a258c378795a4e236c701c5e702b5b7bca3333bb39e87,64c631f5df45c13ca0044f88075ad6de37da078a9d473093dba75e152d72b3cc,b5abe048c6f36d48a0cab26a9c484d663158d1124122344f13fd40c721d88c45,ab03a259478b7cd70dabbc2a656488f83ea8e67deb6e26204375b2553fa5d66e,5ab308dc4bef4f5d1fbdef2aa471e8dfa45cd55084fa70938e1982c71c5a8c69,54ffbc8ab2d9c0df29f6e9bfa69935f5a404d2437be3a6f25a6dd36c5c149fe8,1976e53c47f6a00e6be5cb12a97397075ca08567dcbf029fc8dddde0bb489ef9,54ffbc8ab2d9c0df29f6e9bfa69935f5a404d2437be3a6f25a6dd36c5c149fe8,1976e53c47f6a00e6be5cb12a97397075ca08567dcbf029fc8dddde0bb489ef9,50931,57416,46507,PASS
13,2a8fea6ee47c94032d369c993b88d5a363a8a8a1eb0e2527dfeaf3e050676e0e,66b5c59a751656871ded12128cde0012dbc649461accb03f46abb26932178548,08a5ff39a62f7d4b55c86ba112c4b29b44f713d4df51e14fc701f37998d4b44c,3458db5302b0394dd4ede057d2eb54bfb1a8f529b7a939a4f7ce9f59a2169174,fb0b8b2fa50f6e7cb1b4b1efce688bc0f0217c699485f21da64557abf6b1a15f,2e2452fe77cf3b16a82f8983c244c8c87843ef44e54ac5e47ef203f287c78da8,26781b9097b0f5619bfa731ca53866cb6dd25dd7f65f24b3e2577217dbf272c0,2e2452fe77cf3b16a82f8983c244c8c87843ef44e54ac5e47ef203f287c78da8,26781b9097b0f5619bfa731ca53866cb6dd25dd7f65f24b3e2577217dbf272c0,42543,65337,2213,PASS
14,fc9b792218684abae5622039518d7cca907d5402fe7ef71d4ab793e1f51c4158,565e727f0c1532b8dab167eff04d3f1db92e449489cce83adecd31829228c68b,4594865a6530d04ef8e8e0a125506f2090fc3fd4677699eca36c2f7c1820ef6d,8b41b39b7f51bcbbe533b691b67f4aba7fa5ce610208d11eb5416d17dc8adb1a,253b67800783c68d6410b46433e9d71be3601e9c8c047e2612827ffd9d8317e2,54d4e99c1c40166294c5b76ac46b4353cdd6c16c28cc3d7c1f16c9ba8e2397ab,fb466d936d9cc314a4cfbd3ecaaf1ac791573d865d2bb43865160da1a8229e14,54d4e99c1c40166294c5b76ac46b4353cdd6c16c28cc3d7c1f16c9ba8e2397ab,fb466d936d9cc314a4cfbd3ecaaf1ac791573d865d2bb43865160da1a8229e14,25904,34394,17812,PASS
15,4e9a87ed4efce30629721001c15ec043e0564ad7f5d921f33e0fc5dfda056db3,e6f50e8811a56a9250946938617f9e5ec0089030e54212c790c03fc3d1df05be,089d7b7172c4a765d40d2343c29cfeddddea4d3d7a9522f87ec179c8c2fc5579,b1634f7f9f99b18c04b625a2bce9af63e51c55c577ed234c92bcf405505133fb,a17125d2ef42d093f1a95c3b61ccdbd9d74a10d7ef641c0dd0a7113911693261,4d3bcc8abdd21225c2c2b10e06e74bc0f2c56f946db6a844d41c8ad387fef547,5fc7528af623304e44af9385b4a5ae2852649b052435d78ca55f727e1fc214a0,4d3bcc8abdd21225c2c2b10e06e74bc0f2c56f946db6a844d41c8ad387fef547,5fc7528af623304e44af9385b4a5ae2852649b052435d78ca55f727e1fc214a0,29380,31601,2205,PASS
16,ff0a939cc2f131649e3aab41fac61cb896c53fb8902adca69ea5f17e0bc88f38,ff17120e9d94a0eff817fd92e65b9080db280532ec84fb141e5ac1e0f2707862,7ef333cce6c0bba898a6d5fe921ba3862f019748d9678e460968454f99d625b1,75a144bfe1b2047d39e146afaa632eab49a7a19f034f7a26eb0504ed096445ef,b26180ea27422d406e76f5ce35a431d7256908e1316a11b82830a47c8bf28d33,85f694439252762670caae2b9349e4be9a41f8135113d9a2cb446b52c73131b0,389a2cba802abfd505f2b9439ad7fbb6633a50660fc8f132e0fddbf60edcb48e,85f694439252762670caae2b9349e4be9a41f8135113d9a2cb446b52c73131b0,389a2cba802abfd505f2b9439ad7fbb6633a50660fc8f132e0fddbf60edcb48e,59072,13260,32499,PASS
17,81624a91f3046f96147fc5713fd0c4e696bc2296adf928c5d87389bc207ca65c,27314b0237113eaae0d3168e79267096185c07feb04bf9d4f4ca20c8b0d4da6a,0b558bd2bf72ee51d311f156fb348690706d4165fca6b5026cd74f384acd7e5a,60ef13d498b7b7246f83533a83702d6b96e9e3f79cdd3ab622d305c9cd07836e,497b667ba4de4d689dae845dfc0b13c841ff73308f5456d13b2237d4a14cd3e1,0e254c5f105e9076cc67c2e101efa9d5df88035d02df5b5088420ee8cdf6d115,bc604542a556f77442d7336a785563be055414605dcc868d5a0d501b10a79525,0e254c5f105e9076cc67c2e101efa9d5df88035d02df5b5088420ee8cdf6d115,bc604542a556f77442d7336a785563be055414605dcc868d5a0d501b10a79525,49010,35794,2901,PASS
18,48f23cc45cb399e5f238f4a8f6d6711efef5197ba64210f6d3643ee8291d5bf8,4a2251d29efa22d8ab3ee9fbbc911a6f2efc34dd28ecd2d6212fcd848815a18b,2fe2dd8f6a188a7862a5968db444e9dd397268f7dd84692e06ceafbcf5cd0787,14ef90b633efeb3bad544a5b3709e453f9bc5765ac8482ce3130303fc74718be,65b5d49c56b29ec55c2c86681ab57aaf1bbb5433018c93513589c1b4129efb50,561ee2ae541393da79edb095f21dcab0138cd89cda3806a541ae0940a45e9a7a,232419dc38c69bb4bf819c7587a89ed3a41ef6277eb92e2070fcc379674413f0,561ee2ae541393da79edb095f21dcab0138cd89cda3806a541ae0940a45e9a7a,232419dc38c69bb4bf819c7587a89ed3a41ef6277eb92e2070fcc379674413f0,27160,56719,12258,PASS
19,a4451cbc86f1e1b49d384f4b2e0d1fbfa77f4b69db5013f353ae6eb5310fd921,8b6dc5f25a0b2303769b8287a7ce6e67705f4d4c605f32f12f06f351a7d50b4d,91faec81118f576e99a89481664a49fddec1b7fc528cec2aa03cb2f9c7538e9c,de205ab39e005587f23b51a73d806f816984fc777179a6b90465a92cff25c9a4,ed84325e12efc1c2db42cf1f0eacc12c48f68e429aec91355af5c327c5273d83,935db98e87f96d2c02a5f63b60a0e59feab191f2d43c99f4ca83d73991af7dee,28d2db47fbf63c4e16636165d8c2f95ee92cdc63c1c7f109c38cbc0f24599bff,935db98e87f96d2c02a5f63b60a0e59feab191f2d43c99f4ca83d73991af7dee,28d2db47fbf63c4e16636165d8c2f95ee92cdc63c1c7f109c38cbc0f24599bff,4495,60545,37370,PASS
20,976c9c3a536ee8ee979916109c98345022e3803eee0ceaa1ddd56480e423deeb,14200e5f332e485676fd94afad4c19c876e3e20e54910bdfd015a927c3a37c79,b7d2550d9a524c43f065ee7915d92cad8d38658bfcbbc5ef8a398defc1203ace,0a6dc682c97d7fc501e9e40637b2dab9f5c029ecbf41d488b39493149e2be115,256a7062500493dbdfd0b8ae57ea558ab8bb4bcc78b01a10089c0aa85b818fb1,1ed2a1a43ca67a53c21d62cab2b89ab3ddcb7f7552c0b9baeeb8a467f166090b,151686fb4badcef3199881a430a4658e4d740a60f4981b26ab3ad3d126e6925b,1ed2a1a43ca67a53c21d62cab2b89ab3ddcb7f7552c0b9baeeb8a467f166090b,151686fb4badcef3199881a430a4658e4d740a60f4981b26ab3ad3d126e6925b,39506,21773,47058,PASS
21,0240bbaef48576fba627f63d8f3ebbfd2277ff5fec4164c44efada75bab9c4fc,d1a6d272b66c2485124a35679eabc0a7c13e888c02febe350148d4598f436a76,c8403405563419c9d79d1229d5f7ddcd4257ec0aa0b2d23ccc424e33cbc0a752,f61f89e98a6a3e0b34a5a3f972369644b632d6ad3ec3f13783f6ff395ef1b909,8062cbd70fb21919fbae3ebbfa8ce661ab4fcdbba51ac994e4e8279b8ea3cfd8,1cf7f58f0486560e98b752dedfd597f37c5d80cc946cf646cd1652844547cb3e,664273b57f862f365b3b60fcc3df6c6d144f34f40b8a9634ffc81063974aafc7,1cf7f58f0486560e98b752dedfd597f37c5d80cc946cf646cd1652844547cb3e,664273b57f862f365b3b60fcc3df6c6d144f34f40b8a9634ffc81063974aafc7,22068,13317,51264,PASS
22,99a5fff404c886fe1594887197f25e62b733d616827ceaddff7bd15e5b1f6568,6995a2f2602f0b9189c161fe54e8c55bdbb9670aa96a7b79c674d291f84bbac2,cdbcda509cd9de4d2fd7fa13544b354097c7df8eb32ad11477aa85b1b790d835,16d5d76955991233b84709c0278e61bb72a4dd3a46d2e246c1c4a863219e2c3a,666c1b09d906281c2a71f2145a3e291dd01714ebfe16543559c3447548abd7bb,f6e25f9686d3c323b7a89e98490d39462d5b07411fdb97af72e0e726288430c7,41dfd595702c460451e66470c906a62e07a73936146c44a7591f2d7f72b54699,f6e25f9686d3c323b7a89e98490d39462d5b07411fdb97af72e0e726288430c7,41dfd595702c460451e66470c906a62e07a73936146c44a7591f2d7f72b54699,40153,55888,52668,PASS
23,a01986c87695f415f9c0fc2f677f8557eb60b74e954e1d6a764ec6533cc96577,03dee7ff5b92e49bb09d4338e7db4b61581a6a4aec451cd875b9c33749768b29,afc3f4107cadb7bafea66b55d7e6c58b8c9282fabf53560db6287439f5c0df81,21e9b242f77a6fd2eb465c2bd835812e5dc08ee26ac6ef4e92c868918d7b06f3,f98f1db7624f92ddd1fa0fcbf9a8532b44b44bc38ce48180892c0f3bc9ae6deb,873013231b9fd5a5624f0baddef1aeee78ae39ccf74e825e6fc39453a8fa1d0c,b8c820fa5fe9ea021beef6e8f7e8c6a1dd4a49efa3f8547d75b59fe9f9a8177a,873013231b9fd5a5624f0baddef1aeee78ae39ccf74e825e6fc39453a8fa1d0c,b8c820fa5fe9ea021beef6e8f7e8c6a1dd4a49efa3f8547d75b59fe9f9a8177a,31917,62480,44995,PASS
24,964f82dc2d8042fbf240f5b83ef58f4a83699c6bc4b94f50f2e7c84b89c5b815,b52f0bb560f5537508d80d87a95da43e46786c43c678fcf4134555c94380a64e,3a712a8e4b8c032f763702d522b4b516b412d97e0f6d42c6c8e6322af3124de2,b0ca003334fe0cff38d64fbd8f7f446f83fbd8bbe81a73b09aee37804aed0783,0f554d9cfa6fe4c47a16b123ca98ad393946beb1861b4dc26d8bc56dfaa571e8,faad00aa07567e715dcf1532756f82f3ef819c1d3c93c2029808c6f9b14302b5,8b7ec3ca51659b50199867767d02c1ce7184b0ce46a942cb2877f2710cd757fb,faad00aa07567e715dcf1532756f82f3ef819c1d3c93c2029808c6f9b14302b5,8b7ec3ca51659b50199867767d02c1ce7184b0ce46a942cb2877f2710cd757fb,19340,10894,14961,PASS
25,9458743cfe4395de403c68f00ed803294df0274588278b9a1812d5b5decc3e15,e3c9bd548c0f6f4b589fc9f542bab3e876799ae621a7926c6dfd1c119d82a93a,3d9b9044787c094c446327564ccd1ef8cff617252f199a03a9478a6ff4b56e71,a98c872888a51604b1fdf943ba4b3b5c3cb07dcf1a15066a70d2718c86bcc967,5231a7bd14c8b0d86bb2cd04e599bbbb3bdda1f3034fe11e609245a925b6e8f7,06fe905438be2e4ffe174003ba3c46c88bcd755a8c8c9150645c013239a2ba76,ee74d033efc18798c50a653a82f187cfb5b7fc362f68f892cfe21b27cc592d4b,06fe905438be2e4ffe174003ba3c46c88bcd755a8c8c9150645c013239a2ba76,ee74d033efc18798c50a653a82f187cfb5b7fc362f68f892cfe21b27cc592d4b,30844,36932,15771,PASS
26,65a6dd65055cf08b940be9e578f10b45490051d05881ac587ac038e69addee52,a127c6535d9e13122a7242a6770c8de7b1e41420dace7dc83b87bfb68b7064b7,d962eeca7f7aba661b94fb6ec525a31e5db3c2849acbf5aaf8c00f7a8907cf22,5763aa5bd75596bb4e166d6ccbbc864afcfc37045f9f7700456c070000693639,dcafe2d477f31ffb61d41cb4f0d42d92fd4327cad32e04b17ba16c250ce48c9e,b94853e8e5a30878cd0592586fc8139c0f8ee21e6b390c798f647a297436589f,629c572ae88262e2792152d69e428753b52d7d3dc5c1a6e48626474393a0057c,b94853e8e5a30878cd0592586fc8139c0f8ee21e6b390c798f647a297436589f,629c572ae88262e2792152d69e428753b52d7d3dc5c1a6e48626474393a0057c,32634,61130,55650,PASS
27,ed4a2ce24aa6307b82cd22bea4a44b55b6510084b68783caece7ddd81e912ee9,8345a26a20131edf1ccdc4b0866e9b2fd776612f22ecfa2132c1676ec7d403f6,11169466a5f81c73a27f0d0f34b89998fe42d1d8178b8f707639215b8488ebb9,a804ef52064c82200dcb1e1bda8681391c16431690fe6d042ce9d5fd529249f5,a7dd774e576276dbbacaee530a38d7cbd4f5a7b98353764c7c54b0b24a2c62b4,d09ba52f7053668de42c766fe0c60e29a1bbc3f6490124cca2685722b5d863b3,a84d8349993377eab728d3f154aba2fed45bd7abeddf28ab5a01997c44f6a6f6,d09ba52f7053668de42c766fe0c60e29a1bbc3f6490124cca2685722b5d863b3,a84d8349993377eab728d3f154aba2fed45bd7abeddf28ab5a01997c44f6a6f6,42488,37990,4374,PASS
28,422749a8809dd04a91b232f40efa42639333b6d4bbc0dc9957eadb85196049e6,889cd9cf234925edae465bd70c75114d41aacd104f221f78448927b432b3dcef,72ee2f9cf859724633856cff4c4fcaf44bb1ec2c9bd109ec01df8c3a9e4fe606,a99bda609dac7e7b3686ccea98c3b2e47fbabaa33a087feaa4ffd4c48c88ffdb,57e8b54710ac047f17628b3f252b9e0589851cf3b936b2243ead9a66699621b1,598b027da4623e2bc4599fad4166c3c8338d689eae19e0047d8dd9e1206561fe,81b6173a333819d1b77854417d8cd617a553282d7a33f9f88e58a2704d6a2a6e,598b027da4623e2bc4599fad4166c3c8338d689eae19e0047d8dd9e1206561fe,81b6173a333819d1b77854417d8cd617a553282d7a33f9f88e58a2704d6a2a6e,63577,12188,29422,PASS
29,9fa30b928ddc2a8bddecd0402213f697017273665e2041d8328fec723f15a33a,d60734b71ff9cf8f115be8ed3ba5ae62d874970814a234cb5adada87f1199543,21b97b14bb4e992d96bcabccac39ae26cf2ef21aae244e07450a5a0df3bca549,94387b10d94ff8ba1e93875927b3f6d323c2c88f70451b08318015dbb8d51775,ad7f7218580df46ebd8d17703ae1c786d1ca028471f76bf0d66c9845c791e22f,00c33e6baa609aedeb8e0c26f3cdbcdca496d39ff4cb965a87637b41ed00cb26,aff88329a5e7b00fb8b07526c79269c3628da3ffeebd3caa3e0da2ae1e661e22,00c33e6baa609aedeb8e0c26f3cdbcdca496d39ff4cb965a87637b41ed00cb26,aff88329a5e7b00fb8b07526c79269c3628da3ffeebd3caa3e0da2ae1e661e22,47950,31508,8633,PASS
30,04e8c7d9371d59e8bd55712bbfd0d1364779a8c6d3815c1c810a0bcfe111c3d4,16c6d8b5d2bc86d4c7d1d43b9868f70943ee3891654194dddfba52a3a5fcf203,18c9c23123b84ac7ef9b06f3f49151ecd513a6c25e152b802439ded07cb41f7b,224956bcd85d7fddd3bab339c001001f5e6edb25a67177448bba557f560030cc,39b76bda28b059fe1bfd3ca6294bbc6572eef68005a5c6d3172669a61c76c247,c0b934715ff0ef953980892d8d47f537cb1a03e2805aebebae5522a5a3cd8f4b,d14df20b7239b18b64b8849bcb8998898c22a1d04a75072bd6b50474e046a270,c0b934715ff0ef953980892d8d47f537cb1a03e2805aebebae5522a5a3cd8f4b,d14df20b7239b18b64b8849bcb8998898c22a1d04a75072bd6b50474e046a270,9144,49713,6345,PASS
31,b06615e946d986c7b5e56aa14ce6a8bd2e6a16eac74f72e0ecacc841fdd3608b,18fed6abadd016b8e0a806614018bb887940cb4257a75698c28580def7f674e0,fd1d2575ca1ac88dbbf7707dc4ee3e58a6da0a551cb93e6785b5082f895644ea,02643f63a7bbe8554e85a5146913319d35bbcd11e71ca87b9e97071bf5a9e603,aa1e6f95ce7c4463240c0c703436e7562b5c33defb07921101948c853965dc2c,9f7209068e31cc3897ea2d8944fb51fbf4dcece2391e9547f924457ff3b3e511,223aaca85f08e875e6ed680dbab0974fb7ff052eabdf2448998a59279205170c,9f7209068e31cc3897ea2d8944fb51fbf4dcece2391e9547f924457ff3b3e511,223aaca85f08e875e6ed680dbab0974fb7ff052eabdf2448998a59279205170c,51738,9589,64797,PASS
32,c1eaf729a6e13428f6ce160586e1dad95bfb7c41dd4d277a879c8426c7eb9717,54cded79a2c8137656ba3171f55ca5e8f9ccc930fef0aa524430ec898a9e3f0b,576cf6dc7f38be32d340339eaf99e865268d6c97d353323c781090114383b671,c8471c9f53eaa3fc850ae514dfa1109de89c500be965682c6a4bc2f9105be1e0,7d5f32ced1e758ffe38325b4778e68b6f0ae55090fcf9195c1a79d41057dc519,bb24ccb522d0561a3071845b652052235f35d6a74128cd9ac58bbdc9a37fdc47,41717661ae0eb5ccc71c0c64e33e4b39eeed3c75f58a1551004465495970682d,bb24ccb522d0561a3071845b652052235f35d6a74128cd9ac58bbdc9a37fdc47,41717661ae0eb5ccc71c0c64e33e4b39eeed3c75f58a1551004465495970682d,32568,63196,22380,PASS
33,eabdb32b43afb8747f4a21d8a3142f1869e38faf6bd8f666ab9c4c44939296e6,7996bab65fbf5ff2b0c0a102c7fb043c6273d7cd5faa119519beda8a1a816ea5,f5637e7c176d1ddb5641db2521a071f51ef51bdd651a578a23aa107652b28251,b37a2100783d0b10bb878ccba1df1eab8fb26a001939f3f8446583e74534e81d,5324e956e2fcdbd1b9ddf35f454f7f0e623de87d04261b14e5cc0480891f2c98,e7c663538ca6ad0b18b02e5f13ed1031ad31e2591e5605b434018ad2929e7ff1,f86b2186c97d9542e69fde2233df8653edaab9e202eb7b44d34002893bf66a8b,e7c663538ca6ad0b18b02e5f13ed1031ad31e2591e5605b434018ad2929e7ff1,f86b2186c97d9542e69fde2233df8653edaab9e202eb7b44d34002893bf66a8b,5997,32380,62819,PASS
